,word,count,len
2720,kneeling,1,8
2721,exempt,1,6
2722,else,31,4
2723,determination,2,13
2724,bidding,1,7
2725,squabbles,1,9
2726,loom,2,4
2727,look,52,4
2728,villagers,2,9
2729,mumbling,1,8
2730,dusty,1,5
2731,loot,5,4
2732,guide,1,5
2733,pack,2,4
2734,uncompromising,1,14
2735,overlooked,1,10
2736,embroidered,1,11
2737,confound,1,8
2738,rulers,2,6
2739,reads,1,5
2740,ready,20,5
2741,riotous,1,7
2742,grant,3,5
2743,belong,4,6
2744,grand,6,5
2745,impious,1,7
2746,conflict,1,8
2747,clearness,1,9
2748,covetous,2,8
2749,used,38,4
2750,lawyers,1,7
2751,fulfilment,1,10
2752,uses,1,4
2753,decency,1,7
2754,dissimilarity,1,13
2755,anxious,2,7
2756,obviously,1,9
2757,calcutta,27,8
2758,mislaid,1,7
2759,coup,1,4
2760,chord,1,5
2761,exploits,1,8
2762,bearer,1,6
2763,quarters,2,8
2764,winced,1,6
2765,useful,1,6
2766,praying,2,7
2767,conjured,1,8
2768,wounding,2,8
2769,indigestible,1,12
2770,throats,1,7
2771,questioned,2,10
2772,harmonize,1,9
2773,remaining,3,9
2774,march,3,5
2775,lacking,4,7
2776,showing,2,7
2777,enthusiastically,1,16
2778,game,3,4
2779,wings,3,5
2780,overthrown,1,10
2781,defied,1,6
2782,outright,1,8
2783,inviting,1,8
2784,submission,1,10
2785,manifest,4,8
2786,provoking,1,9
2787,contradictions,2,14
2788,sketch,1,6
2789,fathers,2,7
2790,creation,10,8
2791,urgent,4,6
2792,lips,7,4
2793,economic,1,8
2794,delivered,1,9
2795,providence,14,10
2796,pounding,1,8
2797,forgets,1,7
2798,eating,5,6
2799,swooned,1,7
2800,stem,4,4
2801,enquiringly,2,11
2802,step,9,4
2803,assists,1,7
2804,stew,1,4
2805,nerves,3,6
2806,ache,1,4
2807,ochre,1,5
2808,abroad,3,6
2809,shine,2,5
2810,faith,5,5
2811,silence,11,7
2812,seeing,6,6
2813,within,42,6
2814,nonsense,4,8
2815,rolls,10,5
2816,tenantry,2,8
2817,worshipper,2,10
2818,sakuntala,2,9
2819,cherished,5,9
2820,worshipped,2,10
2821,calumny,1,7
2822,manufacture,1,11
2823,uncomplaining,1,13
2824,harem,1,5
2825,collapsed,1,9
2826,reed,2,4
2827,alive,7,5
2828,branch,3,6
2829,dull,2,4
2830,ceremonies,1,10
2831,[trans],14,7
2832,hair,19,4
2833,immure,1,6
2834,lords,1,5
2835,accustomed,1,10
2836,ordered,2,7
2837,flush,3,5
2838,languishing,1,11
2839,seethe,2,6
2840,cotton,6,6
2841,objection,3,9
2842,dashed,1,6
2843,fears,4,5
2844,preachers,4,9
2845,enquired,3,8
2846,nay,2,3
2847,draw,9,4
2848,princely,1,8
2849,pretended,1,9
2850,drag,4,4
2851,smiled,19,6
2852,ruthlessly,1,10
2853,required,3,8
2854,humiliated,1,10
2855,clenched,1,8
2856,depth,5,5
2857,neighbouring,4,12
2858,bribe,1,5
2859,ignorant,1,8
2860,sounded,3,7
2861,harbouring,1,10
2862,cheerful,1,8
2863,idolized,1,8
2864,go,81,2
2865,compact,1,7
2866,shackles,2,8
2867,anointed,2,8
2868,nose,1,4
2869,oclock,1,6
2870,shackled,1,8
2871,wayside,2,7
2872,infinite,6,8
2873,moribund,1,8
2874,prudence,1,8
2875,wave,3,4
2876,telling,7,7
2877,stiff,1,5
2878,hive,4,4
2879,amras,1,5
2880,dilute,1,6
2881,manliness,3,9
2882,punishing,1,9
2883,pepper,1,6
2884,waking,3,6
2885,jump,1,4
2886,picked,1,6
2887,ardent,1,6
2888,plays,1,5
2889,bluntly,1,7
2890,cell,1,4
2891,following,3,9
2892,rosary,1,6
2893,likened,1,7
2894,noisily,1,7
2895,chant,1,5
2896,salvation,2,9
2897,danger,6,6
2898,win,10,3
2899,manage,7,6
2900,addressed,2,9
2901,wit,2,3
2902,anomalies,1,9
2903,singing,1,7
2904,cloud,7,5
2905,metaphor,2,8
2906,kundu,12,5
2907,remains,9,7
2908,camera,1,6
2909,devotedly,2,9
2910,started,10,7
2911,becomes,11,7
2912,insincerity,1,11
2913,appointed,2,9
2914,consort,1,7
2915,meed,1,4
2916,crossed,3,7
2917,servants,7,8
2918,thirsting,1,9
2919,nurture,1,7
2920,control,5,7
2921,escaped,3,7
2922,pulling,2,7
2923,sought,3,6
2924,wonderful,12,9
2925,skirt,4,5
2926,fearsome,1,8
2927,hesitate,3,8
2928,embodiment,1,10
2929,boasting,1,8
2930,meanwhile,6,9
2931,poetry,5,6
2932,arrangement,2,11
2933,hies,1,4
2934,fare,2,4
2935,conquers,1,8
2936,furiously,1,9
2937,belongings,2,10
2938,winter,2,6
2939,consecrated,2,11
2940,overdress,1,9
2941,régime,1,6
2942,consecration,1,12
2943,immensity,1,9
2944,bathing,1,7
2945,rebellious,1,10
2946,costume,1,7
2947,mentioned,1,9
2948,outer,15,5
2949,scornfully,1,10
2950,masses,2,6
2951,sword,3,5
2952,pins,2,4
2953,placid,1,6
2954,hands,41,5
2955,front,8,5
2956,masters,7,7
2957,unnaturalness,1,13
2958,mastery,2,7
2959,mode,1,4
2960,shaking,2,7
2961,anklet,1,6
2962,mas,1,3
2963,bedstead,2,8
2964,flunkey,1,7
2965,special,17,7
2966,secretly,7,8
2967,entertainment,1,13
2968,confess,7,7
2969,fathom,1,6
2970,wick,1,4
2971,cause,18,5
2972,achievements,1,12
2973,undo,1,4
2974,muddiness,1,9
2975,attending,1,9
2976,completely,4,10
2977,sneer,1,5
2978,resumed,2,7
2979,drowning,2,8
2980,reeled,1,6
2981,childless,1,9
2982,keep,52,4
2983,intoxicated,2,11
2984,pilfering,1,9
2985,insensible,1,10
2986,benediction,1,11
2987,mad,6,3
2988,incarnate,1,9
2989,clamour,1,7
2990,possessing,1,10
2991,powerful,1,8
2992,eminence,2,8
2993,quality,1,7
2994,hiding,1,6
2995,privacy,2,7
2996,bears,2,5
2997,relations,5,9
2998,attach,1,6
2999,attack,3,6
3000,wrapped,6,7
3001,perfectly,1,9
3002,final,3,5
3003,prone,3,5
3004,exactly,9,7
3005,feint,1,5
3006,overwhelming,1,12
3007,omen,1,4
3008,photograph,6,10
3009,heartedly,1,9
3010,aught,1,5
3011,assents,1,7
3012,beg,4,3
3013,submitted,2,9
3014,bee,50,3
3015,bare,10,4
3016,serfdom,1,7
3017,lightly,2,7
3018,portrait,6,8
3019,need,25,4
3020,constrained,1,11
3021,border,4,6
3022,screw,1,5
3023,pursued,3,7
3024,able,33,4
3025,sewing,1,6
3026,taints,1,6
3027,resplendent,2,11
3028,intentions,1,10
3029,connected,2,9
3030,glistening,1,10
3031,awe,1,3
3032,foisted,1,7
3033,eject,1,5
3034,tutoring,1,8
3035,urn,1,3
3036,upset,2,5
3037,repeated,8,8
3038,gesture,2,7
3039,heartbeats,1,10
3040,grovelling,1,10
3041,emerging,1,8
3042,qualms,5,6
3043,poesy,3,5
3044,unfathomable,1,12
3045,halting,1,7
3046,shield,1,6
3047,envy,1,4
3048,based,3,5
3049,unfinished,2,10
3050,earned,1,6
3051,credited,1,8
3052,rash,1,4
3053,inherited,2,9
3054,attained,1,8
3055,achieve,4,7
3056,righteousness,6,13
3057,sprouting,2,9
3058,exaltation,2,10
3059,joint,2,5
3060,legitimate,1,10
3061,magistrate,3,10
3062,granaries,2,9
3063,endless,5,7
3064,evolution,2,9
3065,evident,3,7
3066,tobacco,1,7
3067,shy,3,3
3068,imperious,1,9
3069,tuned,1,5
3070,overflowing,2,11
3071,contain,2,7
3072,tunes,2,5
3073,grab,1,4
3074,preach,6,6
3075,shake,2,5
3076,inkling,1,7
3077,legacy,1,6
3078,powder,1,6
3079,desperate,3,9
3080,rifts,1,5
3081,joys,4,4
3082,nightmare,1,9
3083,horribly,1,8
3084,state,5,5
3085,supernatural,3,12
3086,horrible,2,8
3087,neither,20,7
3088,brigandage,1,10
3089,ken,1,3
3090,attention,1,9
3091,spares,1,6
3092,importance,1,10
3093,hurrying,1,8
3094,gloated,1,7
3095,magh,1,4
3096,key,13,3
3097,group,2,5
3098,precious,8,8
3099,pilgrims,2,8
3100,limits,1,6
3101,minds,9,5
3102,strains,4,7
3103,admit,6,5
3104,gita,4,4
3105,habitual,1,8
3106,invisible,2,9
3107,kings,4,5
3108,quit,2,4
3109,sari,17,4
3110,tread,2,5
3111,overthrowing,1,12
3112,cowards,3,7
3113,immense,8,7
3114,slowly,2,6
3115,treat,1,5
3116,poet,8,4
3117,uplifted,2,8
3118,shoulders,4,9
3119,senses,4,6
3120,corresponding,2,13
3121,league,1,6
3122,quibbles,1,8
3123,shameless,4,9
3124,quotation,2,9
3125,novel,2,5
3126,noiselessly,1,11
3127,outspread,1,9
3128,poush,1,5
3129,harden,1,6
3130,mythology,1,9
3131,unquestioningly,2,15
3132,surface,5,7
3133,demi,1,4
3134,hearted,1,7
3135,mirjans,2,7
3136,fortification,1,13
3137,balloon,1,7
3138,strange,4,7
3139,kingly,1,6
3140,underground,1,11
3141,party,3,5
3142,rightfully,1,10
3143,appearances,1,11
3144,scourged,1,8
3145,effect,2,6
3146,fetish,1,6
3147,privations,1,10
3148,colouring,1,9
3149,nation,3,6
3150,destruction,13,11
3151,scarcely,1,8
3152,defilement,1,10
3153,i,5,1
3154,obstacles,4,9
3155,well,62,4
3156,rabindranath,1,12
3157,trials,2,6
3158,glowed,2,6
3159,mistaken,2,8
3160,mistakes,3,8
3161,distant,7,7
3162,skill,1,5
3163,spells,1,6
3164,imparts,1,7
3165,barefooted,1,10
3166,deprecatingly,1,13
3167,balloons,1,8
3168,indignation,1,11
3169,kick,1,4
3170,clouded,3,7
3171,fate,15,4
3172,chandranath,11,11
3173,crushed,2,7
3174,cupidity,1,8
3175,burden,9,6
3176,immediately,1,11
3177,loss,16,4
3178,necessary,12,9
3179,lost,27,4
3180,starry,2,6
3181,ring,4,4
3182,payments,2,8
3183,lose,10,4
3184,divest,1,6
3185,rote,1,4
3186,shed,3,4
3187,sleight,1,7
3188,belonged,1,8
3189,hush,1,4
3190,repeat,2,6
3191,deliverance,5,11
3192,home,41,4
3193,proofs,2,6
3194,twitted,2,7
3195,harimati,1,8
3196,broad,3,5
3197,objected,4,8
3198,eyesore,1,7
3199,cradle,1,6
3200,nabob,2,5
3201,chakna,1,6
3202,reaching,2,8
3203,journal,2,7
3204,doctors,2,7
3205,bundle,5,6
3206,instinct,1,8
3207,refuge,1,6
3208,freedom,26,7
3209,persuades,1,9
3210,delicacies,1,10
3211,recognizes,1,10
3212,tongue,4,6
3213,persuaded,1,9
3214,verandahs,1,9
3215,equally,6,7
3216,primal,2,6
3217,cocoa,3,5
3218,artists,2,7
3219,doubtless,2,9
3220,accused,1,7
3221,noticed,3,7
3222,delusions,2,9
3223,inner,15,5
3224,hoofs,1,5
3225,receipt,1,7
3226,north,2,5
3227,gait,2,4
3228,jubilation,1,10
3229,gain,14,4
3230,sprinkling,1,10
3231,overflow,3,8
3232,ear,3,3
3233,eat,7,3
3234,he,1,2
3235,paean,1,5
3236,broads,1,6
3237,turnings,1,8
3238,stories,2,7
3239,empty,25,5
3240,pumped,1,6
3241,piece,2,5
3242,display,4,7
3243,mechanics,3,9
3244,babus,3,5
3245,devise,2,6
3246,universal,4,9
3247,penny,1,5
3248,kisses,2,6
3249,beats,3,5
3250,education,2,9
3251,authority,1,9
3252,balcony,1,7
3253,superlatively,1,13
3254,infatuated,2,10
3255,ingredients,1,11
3256,uprush,1,6
3257,onwards,1,7
3258,neighbourhood,3,13
3259,stumpy,1,6
3260,star,4,4
3261,insults,2,7
3262,stab,1,4
3263,friends,5,7
3264,curbed,1,6
3265,shunt,1,5
3266,atheist,2,7
3267,persistent,1,10
3268,portion,1,7
3269,lives,8,5
3270,padma,1,5
3271,drumbeats,1,9
3272,unimaginative,1,13
3273,pardon,1,6
3274,dissolution,1,11
3275,knelt,1,5
3276,obstruction,1,11
3277,bodices,1,7
3278,whose,24,5
3279,calculate,3,9
3280,sweetest,1,8
3281,presents,2,8
3282,teaching,1,8
3283,sorry,4,5
3284,sway,3,4
3285,rescue,4,6
3286,destitution,2,11
3287,misunderstanding,2,16
3288,vase,3,4
3289,affect,1,6
3290,sajna,1,5
3291,bowstring,1,9
3292,holiness,1,8
3293,clothed,1,7
3294,correct,3,7
3295,convenience,2,11
3296,clothes,9,7
3297,force,17,5
3298,lustre,2,6
3299,likely,2,6
3300,even,112,4
3301,wreck,1,5
3302,snares,1,6
3303,lights,4,6
3304,reverently,3,10
3305,new,17,3
3306,tips,1,4
3307,ever,41,4
3308,reviving,1,8
3309,snared,1,6
3310,niche,6,5
3311,repugnance,1,10
3312,mem,1,3
3313,men,86,3
3314,drew,5,4
3315,met,8,3
3316,dry,8,3
3317,piercing,1,8
3318,ignoring,1,8
3319,credit,1,6
3320,harass,1,6
3321,exacting,1,8
3322,suitable,1,8
3323,reckoned,2,8
3324,besides,1,7
3325,elude,1,5
3326,ninety,2,6
3327,moral,10,5
3328,guests,1,6
3329,drowned,3,7
3330,unrighteousness,1,15
3331,arms,8,4
3332,call,38,4
3333,calm,3,4
3334,survive,1,7
3335,leaky,1,5
3336,type,1,4
3337,tell,58,4
3338,peeping,1,7
3339,warn,3,4
3340,warm,2,4
3341,frenzy,2,6
3342,qualm,1,5
3343,samalda,1,7
3344,ward,1,4
3345,blindfold,2,9
3346,room,111,4
3347,rights,4,6
3348,roof,5,4
3349,regrets,1,7
3350,foliage,2,7
3351,guise,3,5
3352,akin,1,4
3353,root,6,4
3354,freshet,1,7
3355,fresher,1,7
3356,give,66,4
3357,laughs,1,6
3358,honey,1,5
3359,armlets,2,7
3360,crystallized,1,12
3361,loathe,1,6
3362,answer,9,6
3363,replacing,1,9
3364,curiosity,2,9
3365,misfit,1,6
3366,attempt,4,7
3367,third,1,5
3368,descends,1,8
3369,assuredly,1,9
3370,meekness,1,8
3371,deck,1,4
3372,sheltering,1,10
3373,overstepping,1,12
3374,despondently,1,12
3375,eavesdropping,1,13
3376,banged,1,6
3377,responsive,1,10
3378,personal,5,8
3379,tagore,1,6
3380,better,16,6
3381,differently,1,11
3382,persist,1,7
3383,overcome,6,8
3384,weakness,15,8
3385,intimidation,1,12
3386,indulge,4,7
3387,downright,1,9
3388,advise,1,6
3389,sleepless,3,9
3390,fringes,1,7
3391,mounts,1,6
3392,went,79,4
3393,sham,2,4
3394,side,29,4
3395,luck,2,4
3396,interruption,1,12
3397,calmly,1,6
3398,principles,1,10
3399,skins,1,5
3400,ahalya,1,6
3401,taught,3,6
3402,trading,2,7
3403,stealing,3,8
3404,dawn,7,4
3405,collector,1,9
3406,tales,1,5
3407,revolting,1,9
3408,content,9,7
3409,sparkle,1,7
3410,fiery,6,5
3411,surprise,7,8
3412,turning,7,7
3413,resume,1,6
3414,revenge,3,7
3415,struggle,2,8
3416,mistress,4,8
3417,starts,1,6
3418,cosmic,1,6
3419,signature,1,9
3420,moving,3,6
3421,loud,1,4
3422,penury,1,6
3423,features,6,8
3424,perilous,1,8
3425,reassure,1,8
3426,unlit,1,5
3427,hook,1,4
3428,nastiness,1,9
3429,girls,2,5
3430,twisted,1,7
3431,2,1,1
3432,witnessing,1,10
3433,dwell,1,5
3434,exposures,1,9
3435,compunction,3,11
3436,solemnly,2,8
3437,plaint,1,6
3438,brindaban,3,9
3439,somewhat,4,8
3440,gambles,1,7
3441,peculiar,1,8
3442,begins,2,6
3443,distance,7,8
3444,anxiety,2,7
3445,surrounding,1,11
3446,wielder,3,7
3447,preparation,1,11
3448,matter,22,6
3449,silly,3,5
3450,deserving,1,9
3451,knights,1,7
3452,extracting,1,10
3453,usages,1,6
3454,sees,1,4
3455,fathomless,1,10
3456,modern,14,6
3457,mind,60,4
3458,mine,69,4
3459,seed,5,4
3460,seen,31,4
3461,seem,6,4
3462,sounding,4,8
3463,mint,1,4
3464,tells,7,5
3465,impotent,1,8
3466,bengal,19,6
3467,chest,2,5
3468,niece,1,5
3469,machinery,1,9
3470,regular,3,7
3471,urgence,1,7
3472,consumed,1,8
3473,breathes,1,8
3474,hamper,1,6
3475,points,2,6
3476,principle,1,9
3477,breathed,1,8
3478,annoyed,5,7
3479,lyrics,2,6
3480,hunger,2,6
3481,retire,5,6
3482,brilliance,3,10
3483,attempts,2,8
3484,supplied,3,8
3485,divinity,3,8
3486,surged,2,6
3487,explain,5,7
3488,folded,4,6
3489,sugar,5,5
3490,remittance,1,10
3491,wearing,1,7
3492,patter,1,6
3493,stop,11,4
3494,perceive,1,8
3495,raiment,1,7
3496,goddesses,1,9
3497,earn,2,4
3498,bar,1,3
3499,bas,1,3
3500,fields,2,6
3501,bag,2,3
3502,bad,11,3
3503,enchant,1,7
3504,ears,9,4
3505,unworthy,7,8
3506,decided,4,7
3507,subject,3,7
3508,pebbles,1,7
3509,said,250,4
3510,insolently,1,10
3511,artificial,3,10
3512,tantamount,1,10
3513,embroidery,2,10
3514,simplest,2,8
3515,warrior,1,7
3516,wears,1,5
3517,vows,1,4
3518,ignorance,1,9
3519,weary,1,5
3520,suggested,3,9
3521,disseminate,1,11
3522,protection,1,10
3523,peddling,1,8
3524,appeared,10,8
3525,height,4,6
3526,offerings,6,9
3527,springs,1,7
3528,proceeded,2,9
3529,basis,1,5
3530,three,8,5
3531,tiny,1,4
3532,interest,9,8
3533,basic,1,5
3534,entered,11,7
3535,lovely,2,6
3536,threw,7,5
3537,deeper,4,6
3538,quantities,1,10
3539,sunshine,1,8
3540,afternoons,1,10
3541,personally,1,10
3542,deepen,1,6
3543,carriage,1,8
3544,unpopular,1,9
3545,exception,1,9
3546,sly,2,3
3547,luggage,1,7
3548,ugly,2,4
3549,near,17,4
3550,suppose,13,7
3551,anchor,1,6
3552,ix,3,2
3553,seven,5,5
3554,is,1,2
3555,it,8,2
3556,iv,3,2
3557,ii,3,2
3558,shame,30,5
3559,cant,6,4
3560,im,2,2
3561,splendour,1,9
3562,jest,2,4
3563,disappear,2,9
3564,grown,3,5
3565,shimmering,1,10
3566,realizing,3,9
3567,unfortunate,3,11
3568,grows,5,5
3569,entitled,1,8
3570,vibrates,1,8
3571,meets,1,5
3572,declaring,1,9
3573,delight,3,7
3574,kin,1,3
3575,supposing,1,9
3576,jealous,5,7
3577,opportunity,11,11
3578,thoughts,4,8
3579,unpriced,1,8
3580,changes,1,7
3581,failing,1,7
3582,rome,1,4
3583,qualities,1,9
3584,claims,6,6
3585,left,71,4
3586,just,74,4
3587,neighing,2,8
3588,human,11,5
3589,facts,2,5
3590,yes,14,3
3591,wafers,1,6
3592,yet,62,3
3593,husking,1,7
3594,buyers,1,6
3595,infinitely,2,10
3596,royal,2,5
3597,affinity,5,8
3598,save,27,4
3599,inflicting,1,10
3600,auspicious,1,10
3601,whichever,2,9
3602,wanting,7,7
3603,dreamt,1,6
3604,vanity,3,6
3605,shoulder,2,8
3606,dignity,5,7
3607,patience,3,8
3608,performing,1,10
3609,unnecessary,1,11
3610,notorious,1,9
3611,cowardice,4,9
3612,squander,1,8
3613,deal,4,4
3614,somehow,8,7
3615,dead,10,4
3616,revel,2,5
3617,jupiter,1,7
3618,paragraphs,1,10
3619,dear,19,4
3620,theatrical,1,10
3621,theatre,1,7
3622,undisturbed,1,11
3623,beatitude,1,9
3624,track,1,5
3625,dispelled,1,9
3626,bold,2,4
3627,burn,5,4
3628,inquiringly,1,11
3629,presentiment,1,12
3630,wept,2,4
3631,conceal,3,7
3632,ribs,1,4
3633,barbarians,1,10
3634,afternoon,16,9
3635,boors,1,5
3636,nerve,1,5
3637,rhyming,2,7
3638,managers,1,8
3639,intellectual,1,12
3640,lies,14,4
3641,doctrine,1,8
3642,frightened,2,10
3643,flying,2,6
3644,jealousy,3,8
3645,vehemence,2,9
3646,fraction,1,8
3647,starve,1,6
3648,intoxicant,2,10
3649,form,11,4
3650,landing,1,7
3651,bengals,2,7
3652,failure,2,7
3653,sagar,1,5
3654,bengali,6,7
3655,surrender,4,9
3656,assented,2,8
3657,mouthed,1,7
3658,lilies,1,6
3659,pavilion,2,8
3660,attached,6,8
3661,bounds,8,6
3662,khemas,1,6
3663,temper,1,6
3664,sticks,1,6
3665,busying,1,7
3666,sale,4,4
3667,fashioned,5,9
3668,ship,3,4
3669,widows,2,6
3670,unholy,1,6
3671,locality,1,8
3672,handed,4,6
3673,congeal,1,7
3674,garland,3,7
3675,savage,1,6
3676,dies,2,4
3677,felt,61,4
3678,diet,1,4
3679,unwell,1,6
3680,sensuous,1,8
3681,trepidation,1,11
3682,fell,12,4
3683,authorities,1,11
3684,died,11,4
3685,happening,4,9
3686,assume,1,6
3687,blushing,1,8
3688,daily,11,5
3689,jacket,2,6
3690,teeth,5,5
3691,restored,1,8
3692,managed,4,7
3693,eldest,2,6
3694,vermilion,5,9
3695,manager,17,7
3696,manages,1,7
3697,mill,3,4
3698,milk,6,4
3699,suicide,1,7
3700,depend,1,6
3701,swoon,2,5
3702,father,6,6
3703,bordered,3,8
3704,answered,2,8
3705,finally,3,7
3706,marks,2,5
3707,suffered,5,8
3708,congratulating,1,14
3709,advised,1,7
3710,ma,5,2
3711,pious,1,5
3712,stiffen,1,7
3713,dim,2,3
3714,din,1,3
3715,banished,1,8
3716,die,23,3
3717,noiseless,1,9
3718,overlaid,1,8
3719,round,32,5
3720,attracting,1,10
3721,shave,1,5
3722,talked,5,6
3723,dealing,1,7
3724,bombardment,1,11
3725,run,14,3
3726,targets,1,7
3727,favour,8,6
3728,suspect,3,7
3729,drunkard,1,8
3730,filled,9,6
3731,proclaiming,1,11
3732,dewan,8,5
3733,wail,1,4
3734,appetites,1,9
3735,hummed,1,6
3736,wearily,1,7
3737,arjuna,3,6
3738,wait,8,4
3739,box,22,3
3740,boy,19,3
3741,shift,3,5
3742,wifehood,2,8
3743,bow,4,3
3744,scraggy,1,7
3745,suggestion,7,10
3746,priceless,1,9
3747,shook,3,5
3748,genuinely,1,9
3749,hither,1,6
3750,insolent,2,8
3751,merely,26,6
3752,pathans,1,7
3753,withal,1,6
3754,patriots,4,8
3755,verge,3,5
3756,[30],1,4
3757,everybody,4,9
3758,wealth,11,6
3759,sake,11,4
3760,joyous,1,6
3761,france,1,6
3762,bazar,2,5
3763,thakos,1,6
3764,acceptable,1,10
3765,treasury,13,8
3766,rigid,1,5
3767,effort,5,6
3768,fly,1,3
3769,avoiding,1,8
3770,melodrama,1,9
3771,soul,20,4
3772,impel,1,5
3773,drags,2,5
3774,growing,2,7
3775,making,31,6
3776,arrive,1,6
3777,claim,12,5
3778,confused,1,8
3779,agent,1,5
3780,pointedly,1,9
3781,rays,1,4
3782,stricken,1,8
3783,oppressing,1,10
3784,pine,3,4
3785,till,25,4
3786,pure,11,4
3787,tatters,1,7
3788,swamping,1,8
3789,pathway,1,7
3790,map,3,3
3791,staying,2,7
3792,swayed,1,6
3793,may,98,3
3794,mankind,1,7
3795,mocks,1,5
3796,destructive,1,11
3797,grow,5,4
3798,man,110,3
3799,neck,9,4
3800,maybe,1,5
3801,purify,1,6
3802,borrowing,2,9
3803,tale,1,4
3804,cascade,1,7
3805,thorny,1,6
3806,deposit,1,7
3807,deceive,2,7
3808,thorns,5,6
3809,tall,1,4
3810,talk,26,4
3811,shoes,3,5
3812,gradual,2,7
3813,pointed,4,7
3814,lyric,1,5
3815,terrace,5,7
3816,cuts,2,4
3817,argued,4,6
3818,blooded,1,7
3819,police,22,6
3820,undermined,2,10
3821,maid,8,4
3822,policy,1,6
3823,main,3,4
3824,views,1,5
3825,sarcastic,2,9
3826,lunch,1,5
3827,touching,6,8
3828,killed,3,6
3829,developments,1,12
3830,possess,2,7
3831,feverish,1,8
3832,misgivings,1,10
3833,careless,2,8
3834,rock,1,4
3835,motherland,4,10
3836,allegories,1,10
3837,conventions,1,11
3838,preaching,2,9
3839,aloof,1,5
3840,girl,6,4
3841,thoroughness,1,12
3842,living,13,6
3843,miles,2,5
3844,brimming,2,8
3845,assurance,1,9
3846,whims,1,5
3847,cough,2,5
3848,orb,1,3
3849,advance,3,7
3850,carnival,1,8
3851,contented,1,9
3852,thing,57,5
3853,ripon,1,5
3854,think,51,5
3855,waited,1,6
3856,first,47,5
3857,exotic,1,6
3858,placing,2,7
3859,question,8,8
3860,long,46,4
3861,bridegrooms,1,11
3862,carry,12,5
3863,smites,1,6
3864,sounds,8,6
3865,chalked,1,7
3866,little,75,6
3867,slept,2,5
3868,immortals,1,9
3869,anyone,4,6
3870,gangotrie,1,9
3871,moisture,1,8
3872,speaking,5,8
3873,gaudy,1,5
3874,eyes,73,4
3875,continuous,1,10
3876,eyed,1,4
3877,cleanse,2,7
3878,11,1,2
3879,10,1,2
3880,13,1,2
3881,12,1,2
3882,15,1,2
3883,14,1,2
3884,17,1,2
3885,16,1,2
3886,19,1,2
3887,18,1,2
3888,browning,2,8
3889,orgy,1,4
3890,venture,3,7
3891,gathering,2,9
3892,topics,1,6
3893,occupies,1,8
3894,nuisances,1,9
3895,voices,2,6
3896,winding,2,7
3897,conspiracy,2,10
3898,voiced,1,6
3899,clung,2,5
3900,castor,1,6
3901,answering,2,9
3902,shocked,1,7
3903,wretch,1,6
3904,performance,2,11
3905,pain,16,4
3906,trace,2,5
3907,arguing,4,7
3908,paid,10,4
3909,blackest,1,8
3910,aloud,4,5
3911,entreaty,1,8
3912,pair,1,4
3913,queens,1,6
3914,pachur,1,6
3915,especially,3,10
3916,shop,1,4
3917,shot,3,4
3918,show,13,4
3919,fervour,1,7
3920,bedside,1,7
3921,shoe,1,4
3922,threshold,1,9
3923,corner,9,6
3924,nice,1,4
3925,stormy,3,6
3926,plume,1,5
3927,treasure,1,8
3928,enough,36,6
3929,spirituality,1,12
3930,black,7,5
3931,germs,1,5
3932,enthusiasm,12,10
3933,ebullition,1,10
3934,exaggeration,1,12
3935,get,102,3
3936,hostage,1,7
3937,designated,1,10
3938,nearly,3,6
3939,distinctly,3,10
3940,gem,1,3
3941,ramayana,2,8
3942,yield,2,5
3943,morning,28,7
3944,undertone,1,9
3945,ruddy,1,5
3946,finishing,2,9
3947,worrying,5,8
3948,silently,6,8
3949,declared,1,8
3950,seas,1,4
3951,seat,22,4
3952,doings,3,6
3953,seal,1,4
3954,salutation,5,10
3955,calendar,2,8
3956,wonder,8,6
3957,ornament,1,8
3958,whereabouts,1,11
3959,behind,22,6
3960,diamonds,4,8
3961,cautiously,1,10
3962,reading,6,7
3963,across,4,6
3964,whispered,2,9
3965,august,5,6
3966,killing,6,7
3967,countenance,4,11
3968,vaporous,1,8
3969,astrologer,1,10
3970,according,6,9
3971,delirium,1,8
3972,holders,2,7
3973,among,4,5
3974,stretches,2,9
3975,accusation,1,10
3976,dereliction,1,11
3977,stretched,2,9
3978,importunate,2,11
3979,mortification,1,13
3980,arts,1,4
3981,capable,1,7
3982,mark,6,4
3983,educated,1,8
3984,shopping,1,8
3985,precautions,1,11
3986,lustily,1,7
3987,offered,9,7
3988,dangerous,2,9
3989,gripped,1,7
3990,wake,4,4
3991,sound,17,5
3992,bullocks,1,8
3993,disconnected,1,12
3994,sobbed,10,6
3995,promising,2,9
3996,awakened,2,8
3997,cock,1,4
3998,eventually,2,10
3999,endowed,1,7
4000,sincere,1,7
4001,dedicate,2,8
4002,strain,3,6
4003,sudden,18,6
4004,everyday,3,8
4005,bags,1,4
4006,different,15,9
4007,vagaries,1,8
4008,doctor,4,6
4009,pay,9,3
4010,woodland,1,8
4011,speech,6,6
4012,arguments,4,9
4013,afflicts,1,8
4014,stepped,3,7
4015,pan,2,3
4016,forestalled,1,11
4017,deluged,1,7
4018,covets,1,6
4019,assist,3,6
4020,hullo,1,5
4021,companion,2,9
4022,running,7,7
4023,drain,2,5
4024,accountable,1,11
4025,bottle,1,6
4026,englishwoman,1,12
4027,gates,2,5
4028,money,93,5
